Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GDP,"$596,075,591,360.99 ","$612,527,712,315.62 ","$594,387,358,318.86 ","$579,053,561,739.40 ","$579,944,346,807.26 ","$605,961,090,061.21 ","$630,607,994,132.75 ","$654,986,999,855.55 ","$634,000,000,000.00 ","$678,412,196,271.12 ","$744,773,415,931.59 ","$738,981,792,355.37 ","$760,649,334,098.01 ","$895,540,646,634.79 ","$1,026,690,238,278.25 ","$1,173,108,598,778.68 ","$1,319,264,809,590.97 ","$1,468,820,407,783.26 ","$1,552,989,690,721.65 ","$1,374,625,142,157.29 ","$1,617,343,367,486.26 ","$1,793,326,630,174.52 ","$1,828,366,481,521.60 ","$1,846,597,421,834.98 ","$1,805,749,878,439.94 ","$1,556,508,816,217.14 ","$1,527,994,741,907.43 ","$1,649,265,644,244.09 ","$1,725,329,192,783.02 ","$1,743,725,183,672.52 ","$1,655,684,730,000.19 ","$2,007,472,181,464.15 ","$2,161,483,369,422.01 "
